"Tabela 647 - Custo de projeto m², por tipo de projeto e padrão de acabamento"
"Variável - Custo de projeto m² (Reais)"
"Unidade da Federação - Minas Gerais"
"Padrão de acabamento - Baixo"
"Mês";"Tipo de projeto"
"Mês";"CP.1-2Q.....46 Casa popular, 1 pavimento, varanda, sala, 2 quartos, circulação, banheiro e cozinha";"CP.1-2Q.....40 Casa popular, 1 pavimento, sala, 2 quartos, circulação, banheiro e cozinha";"CR.1-2Q.....62 Casa residencial, 1 pavimento, varanda, sala,2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"CR.1-3Q....104 Casa residencial, 1 pavimento, varanda, sala,3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"CR.1-4Q....122 Casa residencial, 1 pavimento, varanda, sala,4 quartos, circulação, 2 banheiros, cozinha, área de serviço, quarto e WC de empregada";"EA.1-US.....04 Especificação tipo ""A"", 1 pavimento, somente unidade sanitária";"EB.1-US.....03 Especificação tipo ""B"", 1 pavimento, somente unidade sanitária";"EA.1-0Q.....22 Especificação tipo ""A"", 1 pavimento, sala, cozinha e banheiro";"EB.1-0Q.....22 Especificação tipo ""B"", 1 pavimento, sala, cozinha e banheiro";"EA.1-1Q.....30 Especificação tipo ""A"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EB.1-1Q.....32 Especificação tipo ""B"", 1 pavimento, sala, 1 quarto, cozinha e banheiro";"EA.2-2Q.....38 Especificação tipo ""A"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.1-2Q.....39 Especificação tipo ""B"", 1 pavimento, sala, 2 quartos, cozinha e banheiro";"EB.2-2Q.....45 Especificação tipo ""B"", 2 pavimentos, sala, 2 quartos, cozinha e banheiro";"CP.1-1Q.....30 Casa popular, 1 pavimento, sala, 1 quarto, circulação, banheiro e cozinha";"CP.2-3Q.....56 Casa popular, 2 pavimentos, sala, 3 quartos, circulação, banheiro e cozinha";"CR.2-2Q.....81 Casa residencial, geminada, 2 pavimentos, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR5-2QT...2125 Prédio residencial, térreo, 5 pavimentos tipo, sala, 2 quartos, banheiro, cozinha e área de serviço";"PR4-2QT...1433 Prédio residencial, térreo, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QT...2264 Prédio residencial, térreo, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR4-2QP...1643 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR4-3QP...2520 Prédio residencial, pilotis, 4 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR6-3QP...7181 Prédio residencial, pilotis, 6 pavimentos tipo, sala, 3 quartos, circulação, 2 banheiros, copa-cozinha, área de serviço, quarto e WC de empregada";"PR8-2QP...2620 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...4266 Prédio residencial, pilotis, 8 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR8-3QP...3176 Prédio residencial, pilotis, 8 pavimentos tipo, 2 salas, 3 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR12-2QP..3597 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 2 quartos, circulação, banheiro, cozinha, área de serviço, quarto e WC de empregada";"PR12-3QP..6013 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 3 quartos, circulação, banheiro, lavabo, cozinha, área de serviço, quarto e WC de empregada";"PR12-4QP..4050 Prédio residencial, pilotis, 12 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PR18-4QP..5870 Prédio residencial, pilotis, 18 pavimentos tipo, sala, 4 quartos, circulação, 2 banheiros, lavabo, copa-cozinha, área de serviço, quarto e WC de empregada";"PC.12-LA..8192 Prédio comercial, 12 pavimentos, lojas e salas autônomas";"PC.18-LA.11072 Prédio comercial, 18 pavimentos, lojas e salas autônomas";"PC.12-LC..6862 Prédio comercial, 12 pavimentos, lojas e andar corrido";"PC.18-LC.10111 Prédio comercial, 18 pavimentos, lojas e andar corrido";"CB-M........31 Projeto-tipo cesta básica, materiais, sala, quarto, circulação, banheiro e cozinha";"CB-MMIN.....23 Projeto-tipo cesta básica, materiais mínimos, sala, circulação, banheiro e cozinha";"CB-M........23 Projeto-tipo cesta básica, materiais, sala, circulação, banheiro e cozinha";"CB-MMO......31 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, quarto, circulação, banheiro e cozinha";"CB-MMO......23 Projeto-tipo cesta básica, materiais e mão-de-obra, sala, circulação, banheiro e cozinha"
"maio 2013";"634,91";"711,12";"723,61";"600,84";"564,41";"-";"-";"849,37";"848,50";"762,12";"778,72";"687,80";"731,86";"692,94";"769,02";"704,91";"610,31";"520,74";"702,24";"635,12";"620,02";"581,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2013";"679,33";"761,17";"774,23";"642,39";"603,57";"-";"-";"908,50";"912,23";"815,52";"837,35";"735,91";"786,60";"747,00";"822,69";"759,60";"655,11";"556,84";"754,91";"682,90";"666,90";"625,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2013";"636,55";"713,08";"725,36";"601,93";"565,61";"-";"-";"853,96";"852,75";"766,33";"782,73";"691,74";"735,71";"696,00";"771,01";"708,47";"612,86";"524,20";"706,12";"638,34";"623,68";"584,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2013";"638,49";"715,39";"728,21";"604,00";"567,50";"-";"-";"852,86";"856,59";"766,06";"786,48";"691,98";"739,30";"699,95";"773,42";"712,12";"616,36";"522,89";"706,73";"638,51";"623,83";"584,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2013";"636,93";"713,63";"726,49";"602,33";"565,92";"-";"-";"853,65";"857,55";"766,72";"787,36";"692,59";"740,13";"699,57";"771,71";"711,48";"615,81";"521,71";"704,64";"636,51";"622,29";"583,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2013";"639,93";"717,33";"729,99";"604,84";"568,18";"-";"-";"855,92";"860,51";"768,38";"789,52";"693,99";"742,05";"703,29";"776,05";"714,22";"618,32";"523,72";"707,71";"638,53";"624,32";"584,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2013";"641,54";"719,05";"731,79";"606,26";"569,65";"-";"-";"857,81";"861,40";"769,93";"790,39";"695,30";"742,92";"704,96";"777,66";"715,73";"619,60";"527,19";"711,01";"641,59";"627,33";"587,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2013";"663,89";"744,11";"757,60";"627,26";"589,27";"-";"-";"884,88";"890,64";"794,05";"817,05";"716,63";"767,47";"730,67";"804,68";"741,61";"640,28";"544,06";"736,89";"665,19";"650,31";"609,29";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2014";"665,24";"745,87";"759,50";"628,87";"590,67";"-";"-";"887,05";"893,20";"795,69";"819,25";"717,96";"769,51";"733,38";"806,75";"744,44";"643,59";"545,08";"739,45";"667,68";"652,87";"611,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2014";"668,12";"748,94";"762,86";"631,84";"593,31";"-";"-";"891,90";"897,92";"800,51";"823,85";"722,52";"773,86";"735,66";"810,23";"747,16";"645,70";"547,58";"741,59";"669,52";"654,40";"613,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2014";"669,58";"750,49";"764,31";"633,19";"594,63";"-";"-";"894,21";"900,36";"802,77";"826,25";"724,67";"776,17";"737,30";"811,86";"748,93";"647,40";"548,62";"742,90";"670,87";"655,75";"614,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2014";"671,23";"752,32";"766,39";"634,68";"596,04";"-";"-";"896,86";"903,23";"805,13";"828,78";"726,85";"778,61";"739,10";"814,03";"750,45";"648,64";"549,37";"743,93";"671,35";"656,62";"615,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2014";"670,84";"751,81";"765,93";"634,38";"595,75";"-";"-";"897,69";"903,38";"805,60";"828,82";"727,11";"778,55";"738,94";"813,58";"750,18";"648,99";"550,98";"744,94";"672,55";"657,79";"616,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2014";"672,83";"754,92";"769,06";"635,98";"597,31";"-";"-";"906,17";"912,85";"813,91";"837,95";"735,21";"787,59";"748,26";"816,85";"753,09";"650,56";"552,24";"748,25";"674,56";"660,61";"618,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2014";"674,44";"756,88";"771,32";"637,73";"598,78";"-";"-";"909,28";"915,35";"816,62";"840,05";"737,72";"789,58";"749,90";"819,22";"754,75";"652,25";"554,03";"751,16";"676,67";"662,93";"619,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2014";"675,16";"757,63";"771,97";"638,50";"599,52";"-";"-";"908,98";"914,56";"816,57";"839,56";"737,74";"789,16";"749,95";"819,79";"755,39";"652,63";"555,09";"752,29";"677,83";"663,86";"620,99";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2014";"674,43";"756,77";"771,33";"637,98";"599,03";"-";"-";"910,05";"913,94";"817,07";"838,82";"737,91";"788,41";"749,64";"818,91";"754,13";"651,78";"555,68";"752,48";"678,22";"664,19";"621,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2014";"677,75";"760,24";"775,09";"640,94";"601,89";"-";"-";"910,23";"914,09";"817,31";"838,98";"738,14";"788,63";"749,44";"822,51";"757,13";"654,36";"557,86";"755,55";"680,71";"666,89";"623,64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2014";"675,81";"758,08";"772,61";"639,28";"600,45";"-";"-";"907,51";"910,97";"815,07";"836,22";"736,27";"786,13";"746,80";"819,93";"753,48";"651,63";"555,14";"751,78";"677,54";"663,57";"620,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2014";"701,51";"786,58";"802,01";"663,68";"623,28";"-";"-";"934,06";"943,58";"839,22";"866,04";"758,11";"814,01";"773,74";"850,63";"782,73";"676,05";"569,06";"775,66";"698,95";"683,95";"640,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2015";"701,63";"786,84";"802,54";"663,84";"623,40";"-";"-";"938,21";"945,42";"842,73";"867,59";"761,22";"815,50";"774,59";"851,13";"782,12";"675,65";"571,19";"777,87";"700,79";"686,10";"641,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2015";"702,75";"788,15";"803,72";"664,96";"624,52";"-";"-";"938,69";"947,79";"843,74";"869,95";"762,60";"817,96";"776,27";"852,48";"783,48";"676,93";"570,17";"776,73";"699,45";"684,82";"640,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2015";"700,06";"785,25";"800,76";"662,41";"622,15";"-";"-";"939,14";"944,08";"843,37";"866,32";"761,80";"814,50";"773,73";"849,31";"780,46";"674,79";"573,70";"778,56";"701,55";"686,97";"642,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2015";"703,15";"788,82";"804,63";"665,26";"624,82";"-";"-";"939,29";"945,94";"843,85";"867,90";"762,56";"815,99";"775,06";"853,14";"782,91";"676,99";"574,64";"781,03";"703,19";"688,66";"643,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2015";"704,79";"790,74";"806,44";"666,90";"626,38";"-";"-";"947,66";"952,65";"851,40";"874,39";"769,29";"822,11";"781,67";"855,12";"785,30";"679,08";"579,70";"784,45";"706,60";"692,03";"647,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2015";"708,08";"794,35";"810,55";"669,80";"629,09";"-";"-";"948,28";"953,57";"851,79";"875,10";"769,54";"822,69";"781,90";"859,03";"788,29";"681,24";"578,71";"785,04";"707,10";"692,30";"647,40";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2015";"712,27";"799,05";"815,55";"673,93";"632,90";"-";"-";"950,38";"957,56";"853,94";"878,67";"771,80";"826,23";"785,52";"864,11";"792,65";"685,30";"580,77";"788,72";"709,94";"694,82";"649,60";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2015";"709,29";"795,56";"810,66";"671,10";"630,47";"-";"-";"945,63";"956,29";"850,93";"877,94";"769,79";"825,76";"784,66";"860,14";"788,01";"681,26";"575,61";"780,61";"702,17";"687,40";"642,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2015";"712,26";"798,80";"813,65";"673,84";"633,18";"-";"-";"955,43";"962,90";"859,39";"884,06";"777,25";"831,52";"789,78";"863,66";"790,66";"683,28";"582,34";"785,12";"706,63";"691,85";"646,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2015";"710,94";"797,35";"812,76";"673,11";"632,40";"-";"-";"950,03";"960,87";"855,02";"882,23";"773,68";"829,91";"787,54";"862,13";"788,74";"682,41";"577,54";"780,48";"702,09";"687,45";"642,35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2015";"713,10";"799,62";"815,02";"675,34";"634,52";"-";"-";"952,15";"962,53";"856,89";"883,81";"775,38";"831,41";"789,10";"864,46";"791,09";"685,05";"580,81";"784,16";"705,65";"690,50";"645,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2015";"716,48";"802,96";"818,13";"678,47";"637,49";"-";"-";"951,05";"962,78";"855,79";"883,72";"774,25";"831,19";"789,08";"868,03";"793,09";"687,15";"581,07";"784,67";"706,28";"690,48";"645,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2016";"716,67";"803,19";"819,11";"678,80";"637,78";"-";"-";"953,93";"962,88";"858,22";"883,92";"776,45";"831,57";"789,43";"868,18";"793,45";"687,38";"584,14";"788,42";"709,51";"693,75";"648,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2016";"722,60";"809,57";"825,04";"684,39";"643,08";"-";"-";"962,86";"972,17";"866,75";"892,67";"784,57";"840,00";"795,17";"875,23";"798,73";"691,71";"585,28";"790,11";"711,15";"695,33";"649,88";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2016";"765,62";"857,42";"873,64";"724,92";"681,23";"-";"-";"1011,60";"1024,79";"910,63";"940,77";"823,92";"884,73";"839,59";"926,63";"847,52";"732,29";"626,04";"844,23";"758,98";"740,93";"691,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2016";"764,87";"856,74";"873,21";"724,70";"680,76";"-";"-";"1012,86";"1025,66";"911,42";"941,34";"824,46";"885,10";"840,31";"926,22";"847,33";"733,17";"627,73";"846,24";"761,04";"742,92";"693,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2016";"769,16";"861,80";"877,27";"728,76";"684,63";"-";"-";"1017,06";"1029,77";"915,92";"945,44";"829,17";"889,45";"844,62";"931,27";"851,63";"736,86";"631,30";"851,60";"765,45";"747,02";"697,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2016";"770,92";"863,86";"879,65";"731,41";"686,72";"-";"-";"1018,53";"1031,52";"917,22";"946,86";"830,33";"890,71";"845,46";"933,86";"852,94";"738,52";"630,48";"852,00";"765,91";"747,09";"697,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2016";"769,29";"862,47";"877,93";"729,79";"685,07";"-";"-";"1020,77";"1032,38";"919,22";"947,60";"832,11";"891,35";"846,70";"932,63";"851,85";"737,03";"630,75";"852,99";"766,32";"748,04";"697,55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2016";"766,03";"859,00";"874,43";"726,85";"682,30";"-";"-";"1018,67";"1029,55";"917,31";"944,86";"830,42";"888,69";"844,44";"928,92";"848,35";"734,60";"630,95";"852,38";"765,92";"747,77";"697,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2016";"782,99";"878,18";"892,94";"742,79";"697,29";"-";"-";"1034,38";"1045,74";"932,13";"959,76";"844,61";"903,36";"859,63";"949,20";"864,27";"748,59";"644,70";"871,83";"782,31";"763,28";"711,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2016";"781,81";"877,12";"891,78";"741,47";"696,00";"-";"-";"1035,17";"1045,67";"932,68";"959,52";"844,89";"902,90";"859,31";"948,29";"862,87";"746,72";"643,46";"870,52";"781,14";"762,45";"710,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2016";"781,93";"876,72";"891,55";"741,02";"695,90";"-";"-";"1032,26";"1043,34";"930,56";"957,67";"843,28";"901,36";"856,62";"947,49";"861,97";"745,49";"642,52";"868,35";"779,16";"760,34";"708,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2016";"784,86";"879,93";"894,87";"743,95";"698,74";"-";"-";"1035,10";"1046,63";"933,24";"960,56";"845,81";"904,21";"858,79";"950,88";"864,32";"747,51";"643,57";"869,81";"780,44";"761,34";"709,13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2017";"785,50";"880,79";"895,79";"744,41";"699,10";"-";"-";"1036,35";"1047,60";"934,35";"961,36";"846,94";"905,02";"859,79";"951,84";"865,08";"748,20";"643,18";"870,14";"780,41";"761,56";"709,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2017";"787,20";"882,69";"897,60";"745,60";"700,16";"-";"-";"1039,15";"1050,25";"936,59";"963,43";"848,87";"906,81";"861,04";"954,27";"866,25";"749,16";"645,93";"873,28";"782,63";"764,31";"710,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2017";"812,30";"910,74";"926,19";"769,46";"722,62";"-";"-";"1070,58";"1084,07";"964,85";"994,30";"874,16";"935,48";"888,90";"984,53";"894,74";"772,36";"664,16";"900,36";"807,27";"788,24";"733,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2017";"813,82";"912,42";"928,31";"771,55";"724,39";"-";"-";"1068,89";"1084,89";"963,78";"994,96";"873,46";"936,09";"888,98";"986,55";"894,94";"773,03";"660,37";"897,80";"804,67";"785,40";"730,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2017";"818,33";"917,69";"933,41";"776,46";"728,64";"-";"-";"1073,41";"1089,74";"967,89";"999,21";"877,22";"940,09";"893,13";"992,58";"898,65";"777,27";"663,11";"902,65";"808,92";"789,24";"734,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2017";"821,00";"920,78";"936,43";"779,65";"731,36";"-";"-";"1075,38";"1091,42";"969,73";"1000,75";"878,83";"941,46";"894,99";"996,05";"901,03";"779,94";"664,79";"905,53";"811,60";"791,72";"736,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2017";"816,48";"916,07";"932,11";"775,81";"727,66";"-";"-";"1074,07";"1090,02";"968,73";"999,61";"878,02";"940,45";"893,73";"991,12";"896,33";"775,58";"660,54";"900,89";"807,49";"787,92";"733,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2017";"815,57";"915,16";"931,18";"775,05";"726,88";"-";"-";"1074,71";"1088,02";"969,01";"997,86";"878,03";"938,77";"893,10";"989,93";"896,08";"774,92";"662,47";"902,80";"809,48";"789,89";"735,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2017";"814,71";"914,38";"930,20";"774,14";"726,05";"-";"-";"1074,65";"1087,46";"968,80";"997,18";"877,87";"938,16";"892,91";"989,11";"895,59";"774,54";"664,06";"903,94";"810,37";"790,92";"736,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2017";"814,28";"913,95";"929,60";"772,97";"725,35";"-";"-";"1082,09";"1091,43";"975,20";"1001,16";"883,53";"942,03";"896,49";"988,39";"896,54";"775,12";"670,27";"908,75";"814,88";"796,11";"740,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2017";"814,97";"914,84";"930,58";"773,56";"725,99";"-";"-";"1083,03";"1092,29";"976,14";"1002,05";"884,42";"942,92";"896,96";"989,26";"896,68";"774,97";"669,53";"908,47";"814,59";"796,25";"740,70";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2017";"815,74";"915,74";"930,97";"774,02";"726,54";"-";"-";"1082,08";"1093,38";"975,79";"1003,31";"884,39";"944,14";"898,07";"990,00";"898,34";"775,96";"668,55";"907,23";"813,50";"794,93";"739,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"janeiro 2018";"814,98";"915,18";"930,50";"773,64";"726,01";"-";"-";"1083,26";"1094,55";"976,57";"1004,20";"884,98";"944,92";"898,53";"989,74";"897,79";"776,02";"668,76";"907,43";"813,87";"795,39";"740,35";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fevereiro 2018";"816,56";"917,20";"934,24";"774,78";"727,05";"-";"-";"1089,27";"1100,31";"981,75";"1009,09";"889,62";"949,43";"902,82";"992,42";"899,27";"777,00";"671,32";"911,23";"816,64";"798,96";"742,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"março 2018";"817,14";"917,89";"935,30";"775,64";"727,75";"-";"-";"1089,82";"1100,89";"981,87";"1009,33";"889,62";"949,64";"903,51";"993,37";"900,17";"778,60";"674,13";"914,63";"819,64";"801,72";"745,43";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"abril 2018";"830,77";"932,89";"948,43";"787,65";"739,51";"-";"-";"1102,22";"1114,86";"993,66";"1022,56";"900,59";"962,31";"915,35";"1008,79";"915,39";"790,28";"680,43";"925,90";"829,97";"811,76";"755,10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"maio 2018";"830,94";"933,23";"948,65";"787,71";"739,62";"-";"-";"1103,88";"1115,59";"995,20";"1023,53";"901,89";"963,17";"917,39";"1009,00";"916,91";"791,34";"684,28";"929,31";"833,50";"815,06";"758,55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"junho 2018";"836,95";"939,96";"956,75";"793,47";"745,03";"-";"-";"1109,73";"1121,91";"1000,29";"1029,25";"906,41";"968,53";"922,29";"1016,28";"923,66";"797,59";"688,05";"935,83";"839,23";"820,71";"763,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"julho 2018";"834,08";"937,04";"954,05";"790,18";"741,98";"-";"-";"1116,38";"1125,65";"1005,78";"1032,61";"911,04";"971,50";"925,53";"1013,48";"920,53";"794,92";"695,14";"939,25";"842,42";"824,63";"767,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"agosto 2018";"831,96";"934,52";"952,01";"788,13";"740,03";"-";"-";"1112,74";"1120,90";"1001,93";"1027,99";"907,24";"966,94";"920,74";"1010,86";"919,78";"794,28";"694,06";"939,50";"843,08";"825,28";"767,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"setembro 2018";"834,01";"936,32";"953,07";"789,22";"741,34";"-";"-";"1118,15";"1125,77";"1006,66";"1032,82";"911,17";"971,10";"924,72";"1012,71";"923,74";"797,59";"698,24";"940,75";"844,65";"827,05";"769,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"outubro 2018";"836,57";"939,52";"956,42";"791,59";"743,58";"-";"-";"1125,65";"1130,37";"1012,93";"1036,81";"916,57";"974,69";"928,17";"1016,17";"928,15";"801,91";"706,23";"950,10";"853,27";"835,80";"777,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"novembro 2018";"845,76";"949,79";"965,99";"799,85";"751,42";"-";"-";"1133,28";"1139,22";"1020,47";"1044,78";"923,98";"982,60";"935,07";"1027,16";"934,50";"807,20";"710,37";"956,68";"858,44";"840,68";"781,75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"dezembro 2018";"849,93";"954,33";"969,96";"803,13";"754,71";"-";"-";"1141,16";"1146,99";"1027,49";"1051,86";"930,32";"989,15";"940,86";"1032,24";"938,37";"810,34";"715,86";"961,21";"862,29";"844,52";"785,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
